search,heuristic,task,expandedNodes,searchTime

greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task01.pddl,9,0.0063
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task02.pddl,10,0.0067
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task03.pddl,20,0.016
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task04.pddl,21,0.015
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task05.pddl,22,0.017
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task06.pddl,45,0.12
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task07.pddl,45,0.12
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task08.pddl,3667,1.5e+01
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task09.pddl,12129,9.1e+01
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task10.pddl,19,0.017
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task11.pddl,22,0.023
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task12.pddl,40,0.13
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task13.pddl,45,0.13
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task14.pddl,5514,2.5e+01
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task15.pddl,109,0.57
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task16.pddl,117997,1.1e+03
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task17.pddl,
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task18.pddl,
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task19.pddl,
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task20.pddl,
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task21.pddl,102,7.6
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task22.pddl,
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task23.pddl,
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task24.pddl,
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task25.pddl,
greedy_best_first_search,EuclidianLandmarkUnequalAxisHeuristic,/gdisk/ki/home/mgehring/pyperplan-main/benchmarks/airport/task26.pddl,
